Date,Symbol,Close,EMA1,EMA2,MACD,SIGNAL
2020-05-01,QQQ,212.74,213.0338,208.5564,4.4774,3.4541
2020-05-04,QQQ,215.22,213.4313,209.191,4.2403,3.5524
2020-05-05,QQQ,217.66,214.2001,209.9976,4.2026,3.6336
2020-05-06,QQQ,219.0,215.0728,210.8549,4.2179,3.7067
2020-05-07,QQQ,221.82,216.2996,211.8992,4.4004,3.7934
2020-05-08,QQQ,224.86,217.856,213.1336,4.7224,3.9095
2020-05-11,QQQ,226.87,219.4949,214.4418,5.0531,4.0525
2020-05-12,QQQ,222.12,219.9722,215.1731,4.7991,4.1458
2020-05-13,QQQ,219.34,219.8573,215.5699,4.2873,4.1635
2020-05-14,QQQ,221.83,220.216,216.1661,4.0498,4.1493
2020-05-15,QQQ,223.27,220.7712,216.8427,3.9285,4.1217
2020-05-18,QQQ,227.43,221.9819,217.851,4.1309,4.1228
2020-05-19,QQQ,226.86,222.8688,218.709,4.1598,4.1275
2020-05-20,QQQ,231.39,224.4181,219.9167,4.5014,4.1742
2020-05-21,QQQ,228.87,225.2276,220.7694,4.4582,4.2097
2020-05-22,QQQ,229.66,226.0335,221.6161,4.4173,4.2357
2020-05-26,QQQ,229.04,226.5801,222.3232,4.2569,4.2383
2020-05-27,QQQ,230.29,227.2546,223.0819,4.1727,4.2301
2020-05-28,QQQ,229.99,227.752,223.7398,4.0121,4.2029
2020-05-29,QQQ,233.36,228.7716,224.656,4.1156,4.192
2020-06-01,QQQ,234.06,229.7331,225.5516,4.1815,4.1907
2020-06-02,QQQ,235.63,230.8053,226.5115,4.2938,4.2035
2020-06-03,QQQ,236.69,231.8752,227.4809,4.3944,4.2274
2020-06-04,QQQ,235.03,232.4488,228.1998,4.249,4.2301
2020-06-05,QQQ,239.69,233.7654,229.2941,4.4713,4.2602
2020-06-08,QQQ,241.55,235.1808,230.4614,4.7194,4.3176
2020-06-09,QQQ,243.3,236.657,231.6841,4.9729,4.3996
2020-06-10,QQQ,246.22,238.3957,233.0685,5.3273,4.5155
2020-06-11,QQQ,234.02,237.6001,233.1591,4.4411,4.5062
2020-06-12,QQQ,235.88,237.2874,233.4182,3.8692,4.4266
2020-06-15,QQQ,238.75,237.5533,233.926,3.6273,4.3267
2020-06-16,QQQ,242.85,238.5164,234.7759,3.7404,4.2534
2020-06-17,QQQ,243.62,239.4443,235.6182,3.8261,4.2
2020-06-18,QQQ,244.28,240.3235,236.4431,3.8804,4.16
2020-06-19,QQQ,244.24,241.0356,237.1857,3.8499,4.1213
2020-06-22,QQQ,246.74,242.0728,238.0956,3.9771,4.1032
2020-06-23,QQQ,248.84,243.3032,239.1189,4.1843,4.1134
2020-06-24,QQQ,243.71,243.3771,239.5562,3.821,4.0768
2020-06-25,QQQ,246.03,243.8595,240.1727,3.6868,4.0281
2020-06-26,QQQ,240.22,243.1978,240.1772,3.0205,3.9021
2020-06-29,QQQ,242.84,243.1327,240.4308,2.7019,3.7521
2020-06-30,QQQ,247.6,243.9449,241.1136,2.8314,3.637
2020-07-01,QQQ,250.49,245.135,242.0066,3.1284,3.5734
2020-07-02,QQQ,252.19,246.4177,242.9764,3.4413,3.5569
2020-07-06,QQQ,258.39,248.5945,244.4444,4.1501,3.6311
2020-07-07,QQQ,256.61,250.0518,245.603,4.4488,3.7333
2020-07-08,QQQ,259.99,251.8588,246.9732,4.8856,3.8773
2020-07-09,QQQ,262.18,253.7354,248.4215,5.3139,4.0569
2020-07-10,QQQ,263.97,255.5962,249.9023,5.6939,4.2615
2020-07-13,QQQ,258.54,256.1314,250.7249,5.4065,4.4046
2020-07-14,QQQ,260.37,256.9021,251.6435,5.2586,4.5114
2020-07-15,QQQ,260.9,257.629,252.5251,5.1039,4.5854
2020-07-16,QQQ,259.12,257.9001,253.1532,4.7469,4.6056
2020-07-17,QQQ,259.42,258.1764,253.75,4.4264,4.5832
2020-07-20,QQQ,266.78,259.7407,254.991,4.7498,4.604
2020-07-21,QQQ,264.0,260.5151,255.849,4.6662,4.6118
2020-07-22,QQQ,264.93,261.3178,256.7138,4.604,4.6108
2020-07-23,QQQ,258.01,260.7164,256.8373,3.8791,4.5194
2020-07-24,QQQ,255.56,259.7789,256.7156,3.0633,4.3374
2020-07-27,QQQ,260.12,259.8409,257.0398,2.8011,4.1453
2020-07-28,QQQ,256.81,259.2898,257.018,2.2719,3.9111
2020-07-29,QQQ,259.77,259.3771,257.2801,2.0971,3.6844
2020-07-30,QQQ,261.13,259.6958,257.6467,2.0491,3.48
2020-07-31,QQQ,265.79,260.8039,258.4223,2.3816,3.3427
2020-08-03,QQQ,269.38,262.3632,259.4659,2.8973,3.287
2020-08-04,QQQ,270.38,263.8208,260.5053,3.3155,3.2906
2020-08-05,QQQ,271.05,265.1352,261.5096,3.6256,3.3324
2020-08-06,QQQ,274.64,266.8633,262.7601,4.1032,3.4288
2020-08-07,QQQ,271.47,267.7009,263.5896,4.1113,3.5141
2020-08-10,QQQ,270.31,268.1753,264.2296,3.9456,3.5681
2020-08-11,QQQ,265.19,267.6325,264.3211,3.3114,3.536
2020-08-12,QQQ,271.86,268.4011,265.0391,3.3621,3.5142
2020-08-13,QQQ,272.48,269.1428,265.7477,3.395,3.4993
2020-08-14,QQQ,272.16,269.6913,266.3584,3.3329,3.4785
2020-08-17,QQQ,275.32,270.7147,267.2119,3.5028,3.4816
2020-08-18,QQQ,277.97,272.0339,268.2365,3.7974,3.521
2020-08-19,QQQ,276.1,272.7732,268.9854,3.7878,3.5544
2020-08-20,QQQ,279.93,274.0744,270.0277,4.0467,3.6159
2020-08-21,QQQ,281.87,275.4918,271.1556,4.3362,3.706
2020-08-24,QQQ,283.63,276.9715,272.3436,4.6278,3.8212
2020-08-25,QQQ,285.86,278.5876,273.6309,4.9567,3.9631
2020-08-26,QQQ,291.96,281.0189,275.3765,5.6424,4.173
2020-08-27,QQQ,291.05,282.8427,276.8692,5.9735,4.3981
2020-08-28,QQQ,292.53,284.6041,278.3607,6.2433,4.6287
2020-08-31,QQQ,294.88,286.4724,279.934,6.5384,4.8675
2020-09-01,QQQ,299.92,288.9174,281.8374,7.08,5.144
2020-09-02,QQQ,302.76,291.4343,283.8301,7.6042,5.4515
2020-09-03,QQQ,287.41,290.7026,284.171,6.5316,5.5866
2020-09-04,QQQ,283.58,289.4076,284.1147,5.2928,5.5498
2020-09-08,QQQ,269.95,285.8698,282.7657,3.1041,5.2441
2020-09-09,QQQ,277.88,284.4171,282.3004,2.1167,4.8532
2020-09-10,QQQ,272.34,282.2213,281.3518,0.8695,4.3552
2020-09-11,QQQ,270.45,280.0811,280.3135,-0.2325,3.7818
2020-09-14,QQQ,275.16,279.1863,279.8227,-0.6364,3.2295
2020-09-15,QQQ,279.06,279.1634,279.7501,-0.5867,2.7525
2020-09-16,QQQ,274.61,278.3355,279.2605,-0.9251,2.2928
2020-09-17,QQQ,270.32,276.8781,278.4091,-1.5309,1.8148
2020-09-18,QQQ,266.87,275.0585,277.3101,-2.2516,1.3065
2020-09-21,QQQ,267.51,273.686,276.3768,-2.6907,0.8069
2020-09-22,QQQ,272.48,273.4667,276.0056,-2.5389,0.3886
2020-09-23,QQQ,264.16,271.7746,274.8775,-3.1029,-0.0478
2020-09-24,QQQ,265.39,270.6138,273.9739,-3.3601,-0.4618
2020-09-25,QQQ,271.56,270.7858,273.744,-2.9582,-0.7739
2020-09-28,QQQ,277.2,271.952,274.0732,-2.1211,-0.9423
2020-09-29,QQQ,275.95,272.6789,274.2519,-1.573,-1.0211
2020-09-30,QQQ,277.84,273.6173,274.5936,-0.9763,-1.0155
2020-10-01,QQQ,282.25,275.1869,275.3228,-0.1359,-0.9056
2020-10-02,QQQ,274.31,275.0275,275.2263,-0.1989,-0.8172
2020-10-05,QQQ,280.16,275.9606,275.6962,0.2644,-0.682
2020-10-06,QQQ,275.16,275.8151,275.6452,0.1699,-0.5755
2020-10-07,QQQ,279.92,276.5614,276.0523,0.5091,-0.44
2020-10-08,QQQ,281.41,277.443,276.5625,0.8804,-0.2749
2020-10-09,QQQ,285.71,278.9461,277.4337,1.5124,-0.0515
2020-10-12,QQQ,294.53,281.7795,279.0619,2.7176,0.2946
2020-10-13,QQQ,294.52,284.096,280.5341,3.5618,0.703
2020-10-14,QQQ,292.06,285.544,281.6318,3.9121,1.1042
2020-10-15,QQQ,290.1,286.3723,282.4383,3.934,1.4579
2020-10-16,QQQ,288.51,286.761,283.0166,3.7444,1.7437
2020-10-19,QQQ,283.8,286.2226,283.0912,3.1314,1.9172
2020-10-20,QQQ,284.41,285.8931,283.2168,2.6763,2.0121
2020-10-21,QQQ,284.19,285.5834,283.3095,2.2739,2.0448
2020-10-22,QQQ,284.18,285.3283,283.3924,1.9359,2.0312
2020-10-23,QQQ,284.74,285.2213,283.5207,1.7006,1.9899
2020-10-26,QQQ,280.47,284.3574,283.2302,1.1272,1.882
2020-10-27,QQQ,282.66,284.0488,283.1759,0.8729,1.7559
2020-10-28,QQQ,271.64,281.7927,282.0772,-0.2846,1.5008
2020-10-29,QQQ,276.39,280.8104,281.5356,-0.7252,1.2226
2020-10-30,QQQ,269.38,278.7321,280.3779,-1.6458,0.864
2020-11-02,QQQ,269.98,277.1408,279.3876,-2.2468,0.4752
2020-11-03,QQQ,274.65,276.6879,278.9364,-2.2485,0.1347
2020-11-04,QQQ,286.91,278.5465,279.6958,-1.1493,-0.0258
2020-11-05,QQQ,294.39,281.4271,281.0953,0.3319,0.0189
2020-11-06,QQQ,294.61,283.824,282.3824,1.4416,0.1968
2020-11-09,QQQ,288.59,284.6906,282.9736,1.717,0.3868
2020-11-10,QQQ,283.42,284.4595,283.0161,1.4434,0.5189
2020-11-11,QQQ,289.76,285.4233,283.6584,1.7649,0.6746
2020-11-12,QQQ,288.4,285.9645,284.11,1.8545,0.8221
2020-11-13,QQQ,290.93,286.8673,284.7595,2.1078,0.9828
2020-11-16,QQQ,293.2,288.0187,285.5633,2.4554,1.1669
2020-11-17,QQQ,292.27,288.7917,286.2021,2.5896,1.3447
2020-11-18,QQQ,290.11,289.0314,286.5743,2.4571,1.4838
2020-11-19,QQQ,292.38,289.6402,287.1272,2.513,1.6124
2020-11-20,QQQ,290.38,289.7747,287.437,2.3377,1.7031
2020-11-23,QQQ,290.39,289.8866,287.7182,2.1684,1.7613
2020-11-24,QQQ,294.47,290.7199,288.3612,2.3587,1.8359
2020-11-25,QQQ,296.28,291.7309,289.1154,2.6154,1.9334
2020-11-27,QQQ,299.01,293.0543,290.0578,2.9966,2.0663
2020-11-30,QQQ,299.62,294.2481,290.9684,3.2796,2.2179
2020-12-01,QQQ,303.46,295.923,292.1581,3.7649,2.4113
2020-12-02,QQQ,303.85,297.3643,293.2716,4.0926,2.6215
2020-12-03,QQQ,304.28,298.6217,294.32,4.3016,2.8315
2020-12-04,QQQ,305.52,299.8759,295.3867,4.4892,3.0387
2020-12-07,QQQ,307.25,301.2167,296.5165,4.7001,3.2464
2020-12-08,QQQ,308.29,302.5027,297.6378,4.8649,3.4487
2020-12-09,QQQ,301.31,302.2859,297.9876,4.2983,3.5549
2020-12-10,QQQ,302.52,302.3284,298.4192,3.9092,3.5992
2020-12-11,QQQ,301.85,302.2414,298.746,3.4955,3.5862
2020-12-14,QQQ,304.04,302.5685,299.2502,3.3183,3.5527
2020-12-15,QQQ,307.29,303.4269,300.0159,3.4111,3.535
2020-12-16,QQQ,308.98,304.4366,300.8696,3.567,3.539
2020-12-17,QQQ,311.0,305.6299,301.8344,3.7955,3.5711
2020-12-18,QQQ,310.06,306.4354,302.6178,3.8176,3.6019
2020-12-21,QQQ,308.92,306.8871,303.218,3.6691,3.6103
2020-12-22,QQQ,309.76,307.4095,303.841,3.5684,3.6051
2020-12-23,QQQ,308.2,307.5532,304.2562,3.297,3.5666
2020-12-24,QQQ,309.56,307.9181,304.7613,3.1568,3.5153
2020-12-28,QQQ,312.68,308.7839,305.5155,3.2684,3.4845
2020-12-29,QQQ,312.96,309.5432,306.2245,3.3187,3.4638
2020-12-30,QQQ,312.97,310.1662,306.8669,3.2993,3.4432
2020-12-31,QQQ,313.74,310.816,307.5215,3.2945,3.4246
2021-01-04,QQQ,309.31,310.5422,307.6918,2.8504,3.3528
2021-01-05,QQQ,311.86,310.7818,308.0888,2.693,3.2704
2021-01-06,QQQ,307.54,310.1924,308.0365,2.1559,3.131
2021-01-07,QQQ,314.98,311.0629,308.6978,2.365,3.0353
2021-01-08,QQQ,319.03,312.5114,309.6818,2.8296,3.0096
2021-01-11,QQQ,314.42,312.8584,310.1331,2.7254,2.9741
2021-01-12,QQQ,313.92,313.0514,310.4937,2.5577,2.922
2021-01-13,QQQ,316.04,313.5948,311.022,2.5729,2.8784
2021-01-14,QQQ,314.35,313.7321,311.3389,2.3932,2.8177
2021-01-15,QQQ,311.86,313.3917,311.3885,2.0032,2.7159
2021-01-19,QQQ,316.41,313.9405,311.8668,2.0737,2.6356
2021-01-20,QQQ,323.77,315.7277,313.0004,2.7273,2.6471
2021-01-21,QQQ,326.36,317.6608,314.2728,3.3881,2.7397
2021-01-22,QQQ,325.42,319.0716,315.3344,3.7372,2.8644
2021-01-25,QQQ,328.11,320.7149,316.5511,4.1638,3.0268
2021-01-26,QQQ,328.59,322.1468,317.6977,4.4491,3.2046
2021-01-27,QQQ,319.43,321.6528,317.8627,3.7901,3.2778
2021-01-28,QQQ,321.32,321.5923,318.1919,3.4004,3.2931
2021-01-29,QQQ,314.56,320.3137,317.846,2.4677,3.1899
2021-02-01,QQQ,322.42,320.6967,318.2817,2.415,3.0931
2021-02-02,QQQ,327.68,321.9664,319.1767,2.7896,3.0551
2021-02-03,QQQ,326.38,322.7688,319.8628,2.9061,3.0365
2021-02-04,QQQ,330.24,324.1272,320.8511,3.2762,3.0665
2021-02-05,QQQ,331.36,325.4423,321.8519,3.5904,3.132
2021-02-08,QQQ,333.58,326.9219,322.9689,3.953,3.2346
2021-02-09,QQQ,333.51,328.1197,323.9728,4.1469,3.3486
2021-02-10,QQQ,332.75,328.9616,324.8087,4.1529,3.4492
2021-02-11,QQQ,334.58,329.9831,325.7393,4.2438,3.5485
2021-02-12,QQQ,336.45,331.1589,326.7594,4.3995,3.6549
2021-02-16,QQQ,335.54,331.9555,327.5956,4.3598,3.743
2021-02-17,QQQ,333.93,332.3145,328.1989,4.1156,3.7896
2021-02-18,QQQ,332.47,332.3428,328.6057,3.7371,3.783
2021-02-19,QQQ,331.02,332.1023,328.8356,3.2666,3.7185
2021-02-22,QQQ,322.44,330.3455,328.2265,2.119,3.5185
2021-02-23,QQQ,321.48,328.7336,327.584,1.1496,3.2224
2021-02-24,QQQ,324.13,327.8966,327.255,0.6415,2.8998
2021-02-25,QQQ,312.83,325.1572,325.8812,-0.724,2.4468
2021-02-26,QQQ,314.14,323.1541,324.763,-1.6089,1.9398
2021-03-01,QQQ,323.59,323.2333,324.6513,-1.418,1.5201
2021-03-02,QQQ,318.4,322.3545,324.0559,-1.7014,1.1174
2021-03-03,QQQ,309.16,319.9555,322.6373,-2.6817,0.6425
2021-03-04,QQQ,304.1,317.0727,320.8718,-3.7991,0.0873
2021-03-05,QQQ,308.68,315.5468,319.7107,-4.1639,-0.4441
2021-03-08,QQQ,299.94,312.7092,317.8278,-5.1186,-1.0284
2021-03-09,QQQ,311.77,312.5384,317.2508,-4.7124,-1.4889
2021-03-10,QQQ,310.88,312.2369,316.6441,-4.4072,-1.8537
2021-03-11,QQQ,318.04,313.292,316.777,-3.485,-2.0576
2021-03-12,QQQ,315.46,313.6862,316.6516,-2.9654,-2.1711
2021-03-15,QQQ,318.83,314.6214,316.8591,-2.2377,-2.1794
2021-03-16,QQQ,320.58,315.7048,317.2134,-1.5086,-2.0956
2021-03-17,QQQ,321.9,316.8312,317.6598,-0.8286,-1.9372
2021-03-18,QQQ,312.04,315.9601,317.1246,-1.1645,-1.8406
2021-03-19,QQQ,313.14,315.4473,316.7451,-1.2978,-1.7727
2021-03-22,QQQ,318.61,316.0224,316.9227,-0.9003,-1.6637
2021-03-23,QQQ,317.22,316.2401,316.951,-0.7109,-1.5446
2021-03-24,QQQ,311.87,315.4455,316.4671,-1.0216,-1.4792
2021-03-25,QQQ,311.33,314.6973,315.9779,-1.2806,-1.4544
2021-03-26,QQQ,316.0,314.9341,315.98,-1.0458,-1.4033
2021-03-29,QQQ,315.91,315.1116,315.9733,-0.8617,-1.3356
2021-03-30,QQQ,314.32,314.9676,315.8158,-0.8482,-1.2747
2021-03-31,QQQ,319.13,315.7244,316.1315,-0.407,-1.1662
2021-04-01,QQQ,324.57,317.3327,316.9351,0.3976,-0.9708
2021-04-05,QQQ,331.05,319.8268,318.2794,1.5473,-0.656
2021-04-06,QQQ,330.82,321.8255,319.4738,2.3518,-0.28
2021-04-07,QQQ,331.62,323.6063,320.6305,2.9758,0.127
2021-04-08,QQQ,335.08,325.6925,322.0067,3.6858,0.5718
2021-04-09,QQQ,337.11,327.7684,323.4451,4.3233,1.0407
2021-04-12,QQQ,336.67,329.3869,324.7046,4.6822,1.4959
2021-04-13,QQQ,340.6,331.4256,326.2185,5.2072,1.9598
2021-04-14,QQQ,336.51,332.35,327.1986,5.1514,2.3588
2021-04-15,QQQ,341.61,334.0337,328.5711,5.4626,2.7468
2021-04-16,QQQ,342.01,335.4839,329.851,5.6329,3.1075
2021-04-19,QQQ,338.88,336.1014,330.7109,5.3905,3.3929
2021-04-20,QQQ,336.41,336.1575,331.2537,4.9038,3.5818
2021-04-21,QQQ,339.29,336.727,332.019,4.708,3.7225
2021-04-22,QQQ,335.2,336.4494,332.322,4.1274,3.7731
2021-04-23,QQQ,339.42,336.9895,332.998,3.9915,3.8004
2021-04-26,QQQ,341.63,337.8332,333.8201,4.0131,3.827
2021-04-27,QQQ,340.15,338.2545,334.4229,3.8315,3.8276
2021-04-28,QQQ,339.0,338.39,334.8589,3.5312,3.7905
2021-04-29,QQQ,340.22,338.7227,335.3694,3.3533,3.7359
2021-04-30,QQQ,337.99,338.5895,335.619,2.9705,3.6402
2021-05-03,QQQ,336.19,338.1532,335.6734,2.4798,3.4952
2021-05-04,QQQ,330.14,336.6963,335.1464,1.5499,3.252
2021-05-05,QQQ,329.03,335.3024,334.5639,0.7385,2.9378
2021-05-06,QQQ,331.51,334.6129,334.273,0.3398,2.6131
2021-05-07,QQQ,334.2,334.5378,334.2661,0.2717,2.3204
2021-05-10,QQQ,325.76,332.9418,333.456,-0.5141,1.9661
2021-05-11,QQQ,325.31,331.5542,332.6802,-1.1259,1.5796
2021-05-12,QQQ,316.89,328.888,331.1763,-2.2883,1.0961
2021-05-13,QQQ,319.34,327.152,330.0491,-2.8971,0.597
2021-05-14,QQQ,326.39,327.0135,329.7006,-2.6871,0.1864
2021-05-17,QQQ,324.41,326.5401,329.1967,-2.6566,-0.1689
2021-05-18,QQQ,322.22,325.7546,328.5323,-2.7776,-0.495
2021-05-19,QQQ,322.59,325.1792,327.9663,-2.7871,-0.7815
2021-05-20,QQQ,328.83,325.843,328.0486,-2.2056,-0.9595
2021-05-21,QQQ,327.01,326.0552,327.9497,-1.8945,-1.0764
2021-05-24,QQQ,332.51,327.2288,328.384,-1.1552,-1.0863
2021-05-25,QQQ,332.97,328.2727,328.8208,-0.5481,-1.019
2021-05-26,QQQ,334.13,329.3376,329.3264,0.0112,-0.8902
2021-05-27,QQQ,332.88,329.9817,329.6648,0.3169,-0.7393
2021-05-28,QQQ,333.93,330.6996,330.071,0.6285,-0.5684
2021-06-01,QQQ,332.82,331.0851,330.3329,0.7522,-0.4033
2021-06-02,QQQ,333.47,331.5187,330.6316,0.8871,-0.242
2021-06-03,QQQ,330.0,331.2426,330.5715,0.6711,-0.1278
2021-06-04,QQQ,335.6,332.0348,331.0504,0.9845,0.0112
2021-06-07,QQQ,336.6,332.8649,331.5789,1.286,0.1705
2021-06-08,QQQ,336.76,333.5731,332.0724,1.5007,0.3368
2021-06-09,QQQ,336.84,334.1671,332.5264,1.6406,0.4998
2021-06-10,QQQ,340.35,335.2912,333.2715,2.0197,0.6898
2021-06-11,QQQ,341.24,336.3728,334.0304,2.3424,0.8964
2021-06-14,QQQ,344.51,337.8523,335.0285,2.8238,1.1373
2021-06-15,QQQ,342.26,338.6537,335.7172,2.9365,1.3622
2021-06-16,QQQ,341.01,339.0821,336.2213,2.8609,1.5495
2021-06-17,QQQ,345.34,340.2199,337.0897,3.1302,1.7471
2021-06-18,QQQ,342.63,340.6581,337.6174,3.0408,1.9088
2021-06-21,QQQ,344.36,341.3312,338.2595,3.0717,2.0542
2021-06-22,QQQ,347.57,342.4655,339.1462,3.3193,2.2123
2021-06-23,QQQ,347.74,343.4245,339.9647,3.4598,2.3683
2021-06-24,QQQ,349.89,344.6001,340.91,3.6901,2.5335
2021-06-25,QQQ,349.46,345.4837,341.7242,3.7594,2.6867
2021-06-28,QQQ,353.71,346.9794,342.8657,4.1136,2.8651
2021-06-29,QQQ,354.99,348.4359,344.0204,4.4154,3.0589
2021-06-30,QQQ,354.43,349.5257,345.0118,4.5139,3.2408
2021-07-01,QQQ,354.57,350.4428,345.9221,4.5207,3.4008
2021-07-02,QQQ,358.64,351.9332,347.1334,4.7999,3.5756
2021-07-06,QQQ,360.19,353.4345,348.3768,5.0576,3.7609
2021-07-07,QQQ,360.95,354.8009,349.5743,5.2266,3.9441
2021-07-08,QQQ,358.77,355.5226,350.4501,5.0725,4.0852
2021-07-09,QQQ,361.01,356.5203,351.4558,5.0645,4.2076
2021-07-12,QQQ,362.42,357.593,352.5,5.093,4.3183
2021-07-13,QQQ,362.42,358.4706,353.4448,5.0259,4.4067
2021-07-14,QQQ,363.07,359.3069,354.3614,4.9454,4.474
2021-07-15,QQQ,360.52,359.5274,354.948,4.5795,4.4872
2021-07-16,QQQ,357.6,359.177,355.2005,3.9764,4.4234
2021-07-19,QQQ,354.67,358.3575,355.15,3.2075,4.2714
2021-07-20,QQQ,358.79,358.4362,355.4967,2.9395,4.1049
2021-07-21,QQQ,361.56,359.0041,356.0741,2.93,3.958
2021-07-22,QQQ,363.95,359.9034,356.8242,3.0792,3.8482
2021-07-23,QQQ,368.2,361.4119,357.9076,3.5042,3.8052
2021-07-26,QQQ,368.49,362.6988,358.9155,3.7833,3.8025
2021-07-27,QQQ,364.43,363.0136,359.4407,3.5729,3.7738
2021-07-28,QQQ,365.83,363.5256,360.0492,3.4765,3.7366
2021-07-29,QQQ,366.48,364.0628,360.6616,3.4012,3.6947
2021-07-30,QQQ,364.57,364.155,361.0339,3.1212,3.623
2021-08-02,QQQ,364.6,364.2359,361.3735,2.8624,3.5279
2021-08-03,QQQ,366.81,364.7039,361.8913,2.8127,3.4385
2021-08-04,QQQ,367.34,365.1832,362.4102,2.773,3.3553
2021-08-05,QQQ,369.67,365.999,363.1016,2.8974,3.2981
2021-08-06,QQQ,368.05,366.3719,363.5729,2.799,3.2357
2021-08-09,QQQ,368.73,366.8007,364.064,2.7366,3.1733
2021-08-10,QQQ,366.84,366.8078,364.3284,2.4794,3.0866
2021-08-11,QQQ,366.21,366.6991,364.5076,2.1915,2.9747
2021-08-12,QQQ,367.53,366.8502,364.7955,2.0547,2.8597
2021-08-13,QQQ,368.82,367.2083,365.1787,2.0296,2.7559
2021-08-16,QQQ,368.98,367.5305,365.5408,1.9897,2.6602
2021-08-17,QQQ,365.73,367.2031,365.5588,1.6443,2.5332
2021-08-18,QQQ,362.21,366.2953,365.2399,1.0554,2.3485
2021-08-19,QQQ,363.96,365.8707,365.118,0.7527,2.149
2021-08-20,QQQ,367.73,366.2087,365.3667,0.842,1.9856
2021-08-23,QQQ,373.23,367.4853,366.1156,1.3697,1.9086
2021-08-24,QQQ,374.37,368.7371,366.9017,1.8353,1.8995
2021-08-25,QQQ,374.8,369.8394,367.654,2.1855,1.9352
2021-08-26,QQQ,372.42,370.3086,368.1079,2.2008,1.9684
2021-08-27,QQQ,376.04,371.3507,368.8633,2.4874,2.0333
2021-08-30,QQQ,380.26,372.9706,369.9487,3.0219,2.1569
2021-08-31,QQQ,379.95,374.2396,370.9012,3.3383,2.3045
2021-09-01,QQQ,380.58,375.3924,371.823,3.5694,2.4626
2021-09-02,QQQ,380.4,376.3028,372.6399,3.663,2.6127
2021-09-03,QQQ,381.57,377.2605,373.4903,3.7702,2.7574
2021-09-07,QQQ,382.11,378.1422,374.3113,3.831,2.8916
2021-09-08,QQQ,380.78,378.6218,374.9273,3.6945,2.9919
2021-09-09,QQQ,379.47,378.776,375.36,3.4161,3.045
2021-09-10,QQQ,376.59,378.3786,375.4771,2.9015,3.027
2021-09-13,QQQ,376.33,378.0061,375.5583,2.4478,2.9546
2021-09-14,QQQ,375.26,377.5068,375.5299,1.9769,2.8324
2021-09-15,QQQ,378.05,377.6056,375.7699,1.8356,2.7078
2021-09-16,QQQ,378.31,377.7337,376.0118,1.7218,2.5845
2021-09-17,QQQ,373.83,377.0239,375.8041,1.2198,2.414
2021-09-20,QQQ,365.7,374.965,374.8418,0.1232,2.1276
2021-09-21,QQQ,366.15,373.3623,374.014,-0.6517,1.7802
2021-09-22,QQQ,369.57,372.6728,373.5907,-0.918,1.4429
2021-09-23,QQQ,372.98,372.7286,373.5326,-0.8039,1.1621
2021-09-24,QQQ,373.33,372.838,373.5133,-0.6753,0.9324
2021-09-27,QQQ,370.35,372.3856,373.212,-0.8264,0.7126
2021-09-28,QQQ,359.87,370.11,371.9413,-1.8313,0.3946
2021-09-29,QQQ,359.28,368.1409,370.7355,-2.5946,0.0209
2021-09-30,QQQ,357.96,366.2899,369.5188,-3.2289,-0.3853
2021-10-01,QQQ,360.18,365.179,368.6294,-3.4504,-0.7684
2021-10-04,QQQ,352.62,362.8955,367.1047,-4.2091,-1.1985
2021-10-05,QQQ,357.38,361.8927,366.1785,-4.2858,-1.5844
2021-10-06,QQQ,359.67,361.4886,365.5587,-4.0701,-1.8951
2021-10-07,QQQ,362.97,361.7579,365.3121,-3.5542,-2.1025
2021-10-08,QQQ,361.16,361.6492,364.9167,-3.2675,-2.2481
2021-10-11,QQQ,358.39,361.0566,364.2951,-3.2385,-2.3719
2021-10-12,QQQ,357.14,360.3445,363.6137,-3.2691,-2.4841
2021-10-13,QQQ,360.0,360.2819,363.2695,-2.9876,-2.547
2021-10-14,QQQ,366.63,361.4361,363.5895,-2.1535,-2.4978
2021-10-15,QQQ,368.94,362.8004,364.0991,-1.2987,-2.3479
2021-10-18,QQQ,372.65,364.5913,364.9135,-0.3222,-2.0947
2021-10-19,QQQ,375.47,366.5692,365.9189,0.6503,-1.7516
2021-10-20,QQQ,374.98,368.0984,366.7818,1.3166,-1.3681
2021-10-21,QQQ,377.27,369.766,367.7807,1.9853,-0.9489
2021-10-22,QQQ,374.1,370.554,368.3825,2.1715,-0.5588
2021-10-25,QQQ,377.93,371.8951,369.2918,2.6033,-0.1636
2021-10-26,QQQ,379.12,373.2087,370.2278,2.9809,0.2295
2021-10-27,QQQ,380.0,374.4435,371.1585,3.285,0.6114
2021-10-28,QQQ,384.22,376.221,372.4025,3.8186,1.0123
2021-10-29,QQQ,386.11,378.019,373.708,4.3111,1.4247
2021-11-01,QQQ,387.43,379.7301,375.0148,4.7153,1.836
2021-11-02,QQQ,389.05,381.4246,376.3515,5.0731,2.2406
2021-11-03,QQQ,393.18,383.562,377.9542,5.6078,2.6615
2021-11-04,QQQ,398.22,386.2271,379.8843,6.3428,3.1217
2021-11-05,QQQ,398.6,388.4767,381.6667,6.81,3.5827
2021-11-08,QQQ,398.06,390.2191,383.228,6.9911,4.0088
2021-11-09,QQQ,395.32,391.1465,384.3796,6.7669,4.3535
2021-11-10,QQQ,389.51,390.849,384.8682,5.9808,4.5569
2021-11-11,QQQ,390.59,390.8019,385.4132,5.3887,4.6609
